Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
29601,18,16,Banking,Business Analyst,Automobile,F,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Chennai,Bhubaneswar,2485089,N,D,4,8,1,0,2857852
35013,20,11,Marketing,Senior Researcher,Analytics,M,Research Analyst,Doctorate,Psychology,Nagpur,1991.0,Psychology,Nagpur,1993.0,Bhubaneswar,Chennai,2725770,Y,Key_Performer,4,5,0,0,3816078
30240,8,1,Analytics/BI,Team Lead,Analytics,B,HR,PG,Arts,Surat,2003.0,Arts,Surat,2005.0,Bangalore,Mangalore,1349789,N,B,3,5,1,0,1754725
44799,8,6,Engineering,Sales Manager,BFSI,J,Product Manager,Doctorate,Arts,Jaipur,2006.0,Arts,Jaipur,2008.0,Bhubaneswar,Surat,1554156,N,C,2,3,0,0,1930261
41865,3,0,Banking,Business Analyst,Aviation,O,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Bhubaneswar,532809,N,A,2,1,1,0,666011
34203,17,0,Others,Bio statistician,FMCG,D,Research Analyst,Doctorate,Economics,Surat,1997.0,Economics,Surat,1999.0,Guwahati,Pune,3101190,N,D,5,8,0,0,3851677
59363,9,5,Engineering,Business Analyst,Automobile,G,HR,PG,Botony,Pune,2011.0,Others,Pune,2018.0,Mumbai,Chennai,1098645,N,B,5,2,0,0,1428238
51755,11,4,Education,Financial Analyst,Automobile,I,Marketing Manager,PG,Mathematics,Mangalore,2000.0,Mathematics,Mangalore,2002.0,Mumbai,Pune,1336110,Y,C,5,7,3,0,1622571
59793,18,9,Education,Sales Manager,Automobile,J,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Lucknow,Kolkata,1642350,N,D,3,0,0,0,1888702
39171,15,3,Sales,Team Lead,Aviation,L,Director,Doctorate,Mathematics,Lucknow,1999.0,Mathematics,Lucknow,2001.0,Delhi,Ahmedabad,1883380,Y,Key_Performer,6,3,0,0,2636732
34381,24,5,Education,Sales Manager,Insurance,E,Research Analyst,Doctorate,Others,Surat,1988.0,Sociology,Surat,1990.0,Chennai,Bangalore,3788544,N,D,4,4,0,0,4705371
32441,8,8,IT-Software,Sales Execituve,Aviation,A,Marketing Manager,Grad,Mathematics,Lucknow,2005.0,Mathematics,Lucknow,2007.0,Jaipur,Jaipur,778559,N,D,3,4,0,0,895342
50231,9,0,Accounts,Scientist,Analytics,M,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Guwahati,Bhubaneswar,1019331,N,A,4,5,1,0,1274163
23743,7,4,Marketing,Team Lead,Others,N,Medical Officer,PG,Sociology,Kolkata,2004.0,Sociology,Kolkata,2006.0,Mangalore,Bhubaneswar,1318970,Y,Key_Performer,3,8,0,0,1810682
53582,2,2,Marketing,Business Analyst,Telecom,J,Sr.Manager,Doctorate,Engineering,Mumbai,2012.0,Engineering,Mumbai,2014.0,Guwahati,Mumbai,535037,Y,B,3,5,0,0,749051
26082,9,5,Analytics/BI,Financial Analyst,FMCG,G,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Surat,Kanpur,1325923,Y,C,4,4,2,0,1585803
26151,25,14,Analytics/BI,Analyst,Aviation,B,Others,Doctorate,Statistics,Surat,1989.0,Statistics,Surat,1991.0,Guwahati,Surat,3427364,N,B,3,3,0,0,4626941
39317,15,5,Marketing,Senior Researcher,BFSI,O,Consultant,Doctorate,Sociology,Guwahati,1996.0,Sociology,Guwahati,1998.0,Jaipur,Bangalore,1802288,N,B,4,7,0,0,2433088
30253,5,0,Accounts,Business Analyst,FMCG,O,Sr.Manager,Doctorate,Chemistry,Guwahati,2015.0,Chemistry,Guwahati,2022.0,Jaipur,Pune,902766,N,C,3,2,0,0,1121235
39306,6,5,Accounts,Business Analyst,Aviation,G,HR,PG,Others,Bhubaneswar,2008.0,Psychology,Bhubaneswar,2010.0,Mumbai,Ahmedabad,526871,Y,Key_Performer,3,3,1,0,723288
57534,23,13,Marketing,Project Manager,Analytics,M,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bhubaneswar,Bhubaneswar,2254468,N,D,4,7,1,0,2592638
16163,25,5,Education,Scientist,Analytics,D,Data Analyst,PG,Mathematics,Pune,1995.0,Mathematics,Pune,2022.0,Mangalore,Pune,1885308,Y,D,6,2,1,1,2289518
28884,2,2,Marketing,Project Manager,Automobile,K,Marketing Manager,PG,Zoology,Bangalore,2018.0,Zoology,Bangalore,2019.0,Ahmedabad,Chennai,567834,N,A,2,0,1,0,738184
52642,8,3,Healthcare,Senior Researcher,Insurance,E,HR,PG,Botony,Bhubaneswar,2006.0,Botony,Bhubaneswar,2008.0,Kolkata,Mangalore,1023089,N,B,5,8,1,0,1330015
44503,2,1,Engineering,Scientist,Others,P,HR,PG,Botony,Delhi,2009.0,Botony,Delhi,2011.0,Ahmedabad,Bhubaneswar,527420,N,A,1,5,2,1,685646
28409,3,1,HR,Analyst,Insurance,D,Data Analyst,PG,Others,Mangalore,2017.0,Botony,Mangalore,2008.0,Chennai,Kolkata,707350,Y,B,3,1,1,0,933702
56525,20,3,Sales,Head,Telecom,K,Sr.Manager,Doctorate,Botony,Jaipur,2000.0,Botony,Jaipur,2013.0,Lucknow,Nagpur,2575995,N,C,2,1,0,1,3199385
12147,16,10,Sales,Others,Automobile,F,Medical Officer,Doctorate,Botony,Bhubaneswar,2004.0,Botony,Bhubaneswar,2023.0,Kolkata,Delhi,3065856,N,Key_Performer,2,1,0,0,4138905
22343,8,5,Banking,Senior Researcher,Aviation,I,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Lucknow,Kanpur,1119379,Y,Key_Performer,5,5,0,0,1513400
33904,21,2,Engineering,Sales Manager,Others,H,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Pune,2199373,Y,A,2,5,1,0,2859184
29451,14,10,Banking,Senior Researcher,Insurance,N,HR,Grad,Sociology,Surat,2000.0,Others,Surat,2002.0,Jaipur,Chennai,1836174,N,D,6,4,0,0,2111600
52155,1,0,Marketing,Sales Execituve,IT,G,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Bhubaneswar,455487,N,B,2,1,3,0,569358
51401,21,15,Engineering,Business Analyst,Training,N,Data Analyst,Grad,Statistics,Nagpur,1993.0,Statistics,Nagpur,1995.0,Lucknow,Jaipur,2590787,N,C,3,4,1,0,2979405
12336,7,5,Marketing,Analyst,Others,M,Network Engineer,Doctorate,Mathematics,Kolkata,2005.0,Mathematics,Kolkata,2007.0,Guwahati,Bhubaneswar,1634509,N,A,5,5,0,0,2294850
40813,10,5,Education,Project Manager,Training,N,Marketing Manager,Doctorate,Mathematics,Delhi,2010.0,Mathematics,Delhi,2017.0,Chennai,Delhi,1970789,N,Key_Performer,1,0,0,0,2660565
22718,7,1,Healthcare,Business Analyst,Others,A,Consultant,PG,Arts,Bhubaneswar,2013.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Lucknow,1147518,N,Key_Performer,3,1,1,0,1551444
35467,21,21,Top Management,Senior Analyst,FMCG,L,Sr.Manager,Grad,Others,Jaipur,1993.0,Others,Jaipur,1995.0,Kolkata,Mangalore,2542312,N,C,3,4,0,0,2923658
33513,20,12,Marketing,Sales Execituve,IT,C,Product Manager,PG,Chemistry,Bhubaneswar,1991.0,Chemistry,Bhubaneswar,1993.0,Bhubaneswar,Mangalore,3322569,Y,A,4,8,1,0,4385791
47214,6,6,Banking,Associate,Telecom,I,Sr.Manager,Doctorate,Economics,Pune,2007.0,Economics,Pune,2009.0,Kanpur,Mumbai,1430085,Y,C,1,4,0,0,1841949
12404,0,0,Marketing,Others,Training,M,HR,PG,Psychology,Surat,2020.0,Psychology,Surat,2022.0,Ahmedabad,Nagpur,0,N,B,0,0,2,0,320753
55076,11,5,Top Management,Senior Researcher,Others,B,Assistant Manager,PG,Botony,Surat,2002.0,Botony,Surat,2004.0,Pune,Lucknow,1776691,N,A,4,3,1,0,2309698
28183,13,10,HR,Project Manager,Telecom,L,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Mumbai,Kolkata,1665460,N,C,6,8,1,0,1915279
24068,23,13,Others,Analyst,Analytics,J,Network Engineer,Doctorate,Economics,Pune,1997.0,Economics,Pune,2017.0,Mumbai,Pune,3810696,N,D,6,0,0,0,4732884
16351,22,7,Accounts,Bio statistician,Analytics,N,Marketing Manager,PG,Engineering,Guwahati,1998.0,Engineering,Guwahati,2020.0,Lucknow,Mangalore,1481770,N,C,4,2,0,0,1772196
36407,15,9,Marketing,Consultant,IT,F,HR,Doctorate,Psychology,Delhi,1998.0,Psychology,Delhi,2000.0,Bhubaneswar,Kanpur,2348239,N,C,6,7,0,0,2916512
17637,8,0,IT-Software,Team Lead,Insurance,N,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Mumbai,1064631,N,B,2,6,2,0,1330788
57180,17,8,Analytics/BI,Data scientist,Aviation,C,Data Analyst,Grad,Sociology,Delhi,1995.0,Sociology,Delhi,1997.0,Mumbai,Bhubaneswar,2757162,N,A,6,5,4,0,3446452
14693,5,1,Marketing,Sales Manager,Automobile,I,Product Manager,PG,Arts,Pune,2008.0,Arts,Pune,2010.0,Bhubaneswar,Pune,986021,N,C,3,8,1,0,1179281
36766,13,13,Marketing,Sales Manager,IT,J,HR,Doctorate,Botony,Kolkata,2007.0,Mathematics,Bhubaneswar,2006.0,Kanpur,Lucknow,2142057,N,Key_Performer,5,0,0,0,2891776
41401,1,1,Engineering,Financial Analyst,Automobile,B,Data Analyst,PG,Botony,Lucknow,2019.0,Botony,Lucknow,2012.0,Bangalore,Delhi,563185,N,D,2,2,0,0,673569
40164,19,19,Education,Sales Manager,Training,D,Research Scientist,Grad,Psychology,Delhi,1992.0,Psychology,Delhi,1994.0,Jaipur,Delhi,1711537,N,C,3,3,0,0,1968267
40002,25,25,Education,Others,Aviation,J,Research Analyst,Grad,Psychology,Jaipur,1995.0,Mathematics,Bhubaneswar,2006.0,Surat,Mumbai,1770116,N,A,4,0,2,0,2212645
48847,8,1,Analytics/BI,Bio statistician,IT,L,Others,PG,Economics,Mumbai,2006.0,Economics,Mumbai,2008.0,Pune,Mumbai,946294,N,A,2,5,1,0,1279389
59094,13,0,Healthcare,Others,Others,J,Medical Officer,Grad,Zoology,Delhi,2007.0,Mathematics,Bhubaneswar,2006.0,Jaipur,Nagpur,1994520,N,Key_Performer,3,0,0,0,2493150
23259,16,8,Top Management,Area Sales Manager,Telecom,C,Research Analyst,Doctorate,Zoology,Guwahati,1997.0,Zoology,Guwahati,1999.0,Delhi,Jaipur,3594416,N,D,3,8,0,0,4464264
35476,15,9,Sales,Project Manager,Insurance,K,Data Analyst,PG,Engineering,Nagpur,1998.0,Engineering,Nagpur,2000.0,Mangalore,Guwahati,2554142,Y,Key_Performer,3,3,1,0,3371467
41960,14,2,Sales,Sales Execituve,Analytics,L,Manager,Grad,Mathematics,Mumbai,1998.0,Mathematics,Mumbai,2000.0,Chennai,Ahmedabad,2009853,N,B,2,3,0,0,2512316
44138,4,4,Banking,Team Lead,Others,I,Web Designer,Doctorate,Economics,Delhi,2009.0,Economics,Delhi,2011.0,Bhubaneswar,Guwahati,962157,N,D,2,3,0,0,1194998
12888,21,0,Others,Senior Researcher,FMCG,I,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Ahmedabad,Surat,2787316,N,B,3,0,2,0,3484145
56439,8,5,Education,Project Manager,Others,M,Medical Officer,Doctorate,Sociology,Mangalore,2012.0,Sociology,Mangalore,2015.0,Ahmedabad,Bhubaneswar,1673599,N,A,2,0,0,0,2349732
35840,6,4,HR,Consultant,Telecom,B,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Mangalore,Mangalore,964841,Y,B,3,4,0,0,1254293
57433,17,2,IT-Software,CEO,Retail,N,Assistant Manager,Doctorate,Economics,Nagpur,1996.0,Economics,Nagpur,1998.0,Chennai,Lucknow,3924934,N,A,4,3,0,1,5298660
49406,14,14,Accounts,Scientist,BFSI,N,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bhubaneswar,Bhubaneswar,1583938,N,B,3,0,0,0,1979922
42268,0,0,Marketing,Others,Training,M,HR,PG,Mathematics,Delhi,2012.0,Mathematics,Delhi,2014.0,Delhi,Bangalore,0,N,B,0,3,0,0,638509
52358,2,0,Others,Sales Execituve,Telecom,P,Network Engineer,PG,Statistics,Bhubaneswar,2012.0,Others,Bhubaneswar,2014.0,Ahmedabad,Surat,562215,N,C,2,6,2,0,672409
51883,19,4,Marketing,Consultant,Training,K,HR,PG,Zoology,Ahmedabad,2001.0,Mathematics,Bhubaneswar,2006.0,Guwahati,Surat,3320208,N,Key_Performer,4,1,1,0,4316270
37528,13,13,Education,Project Manager,Automobile,H,Assistant Manager,Grad,Statistics,Delhi,2000.0,Statistics,Delhi,2002.0,Lucknow,Nagpur,2015825,Y,D,5,6,1,0,2373835
13834,8,6,HR,Sales Manager,BFSI,D,Director,Doctorate,Statistics,Jaipur,2012.0,Statistics,Jaipur,2016.0,Delhi,Surat,1854202,N,A,4,2,0,0,2603299
52716,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kolkata,Guwahati,0,N,B,0,4,1,0,366550
15660,19,13,HR,Sales Execituve,Insurance,G,Sr.Manager,Doctorate,Economics,Lucknow,1993.0,Economics,Lucknow,1995.0,Nagpur,Guwahati,3412874,Y,C,6,7,0,0,4395781
30217,23,7,Banking,CEO,Training,F,Product Manager,Grad,Sociology,Pune,1997.0,Mathematics,Bhubaneswar,2006.0,Kanpur,Surat,2490238,N,C,4,1,0,0,2863773
50004,16,13,Banking,Project Manager,Automobile,N,Director,PG,Chemistry,Jaipur,1998.0,Chemistry,Jaipur,2000.0,Lucknow,Nagpur,3351886,N,B,5,8,1,0,4357451
58334,19,13,IT-Software,Sales Manager,Telecom,K,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Delhi,2303832,Y,Key_Performer,3,8,2,0,2994981
18508,0,0,Marketing,Others,Training,M,HR,Doctorate,Zoology,Nagpur,2020.0,Zoology,Nagpur,2023.0,Delhi,Chennai,0,N,B,0,2,0,0,694117
24603,2,1,Analytics/BI,Scientist,Training,M,Data Analyst,Grad,Chemistry,Mangalore,2012.0,Chemistry,Mangalore,2014.0,Nagpur,Ahmedabad,478952,Y,B,1,3,3,0,613058
33660,16,3,Healthcare,Bio statistician,FMCG,B,HR,Doctorate,Sociology,Ahmedabad,1998.0,Sociology,Ahmedabad,2000.0,Bhubaneswar,Mangalore,3906989,N,D,4,4,0,0,4852480
12015,21,13,HR,Others,IT,L,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kolkata,Jaipur,1714853,N,D,6,6,1,0,1972080
44595,22,12,Engineering,Team Lead,Training,I,Assistant Manager,Doctorate,Economics,Ahmedabad,1998.0,Economics,Ahmedabad,2014.0,Delhi,Kanpur,3217849,N,C,6,2,0,0,3996568
17552,12,12,Top Management,Team Lead,Others,G,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Chennai,Surat,1308370,N,A,5,5,4,0,1635462
56020,15,12,Top Management,Scientist,Automobile,O,HR,Grad,Mathematics,Kolkata,1998.0,Mathematics,Kolkata,2000.0,Bhubaneswar,Mangalore,1882003,Y,A,6,7,0,0,2408963
15858,3,0,Marketing,Consultant,IT,G,Marketing Manager,PG,Botony,Bangalore,2010.0,Botony,Bangalore,2012.0,Surat,Ahmedabad,778579,Y,B,3,6,0,0,1027724
26552,4,0,Education,Financial Analyst,Training,O,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kanpur,Guwahati,418029,Y,Key_Performer,4,5,1,0,565175
38705,2,0,Marketing,Sales Execituve,Others,E,Sr.Manager,Doctorate,Sociology,Bhubaneswar,2011.0,Sociology,Bhubaneswar,2013.0,Mangalore,Chennai,783671,N,A,2,7,0,0,979588
29902,9,9,Marketing,Analyst,Others,H,Sr.Manager,Doctorate,Arts,Bangalore,2003.0,Others,Bangalore,2005.0,Nagpur,Surat,1733569,N,A,1,8,0,0,2340318
43624,22,15,Analytics/BI,Bio statistician,Analytics,G,Sr.Manager,PG,Economics,Surat,1992.0,Economics,Surat,1994.0,Pune,Pune,2301946,N,D,6,4,0,0,2753127
55117,6,2,Sales,Business Analyst,Insurance,N,Research Analyst,Doctorate,Statistics,Lucknow,2008.0,Statistics,Lucknow,2010.0,Kolkata,Bhubaneswar,2025007,Y,D,5,4,0,0,2608209
10634,12,0,Marketing,Analyst,Automobile,E,Assistant Manager,Grad,Psychology,Bhubaneswar,1999.0,Psychology,Bhubaneswar,2001.0,Pune,Mangalore,1931001,N,B,3,7,1,0,2413751
18065,23,2,Sales,CEO,BFSI,D,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Ahmedabad,Lucknow,2095663,Y,B,3,4,0,1,2724361
29473,2,1,Healthcare,Project Manager,Telecom,K,Network Engineer,PG,Chemistry,Nagpur,2012.0,Chemistry,Nagpur,2014.0,Bangalore,Lucknow,535187,N,B,2,7,0,0,695743
55871,0,0,Marketing,Others,Training,M,HR,Doctorate,Zoology,Surat,2012.0,Zoology,Surat,2014.0,Pune,Delhi,0,N,B,0,5,0,0,766632
55947,11,4,Analytics/BI,Project Manager,Analytics,D,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Delhi,Chennai,1500826,N,A,3,7,2,0,1876032
17278,20,15,Banking,Team Lead,Analytics,F,Network Engineer,PG,Mathematics,Bhubaneswar,1991.0,Mathematics,Bhubaneswar,1993.0,Surat,Lucknow,2368047,Y,B,3,3,0,0,3125822
50006,21,4,Marketing,Consultant,FMCG,K,Software Developer,PG,Engineering,Pune,1993.0,Engineering,Pune,1995.0,Kolkata,Kolkata,2238892,N,A,5,4,1,0,2910559
41113,14,2,Accounts,Team Lead,Insurance,B,Assistant Manager,Grad,Others,Surat,1999.0,Economics,Surat,2001.0,Kanpur,Jaipur,1996604,N,A,3,6,3,0,2495755
15399,20,9,Top Management,Financial Analyst,FMCG,A,Data Analyst,Doctorate,Mathematics,Surat,1992.0,Mathematics,Surat,1994.0,Bangalore,Mumbai,2210858,Y,B,6,5,0,0,3095201
50899,14,7,Analytics/BI,Project Manager,Telecom,F,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Pune,Bangalore,1403225,Y,D,6,8,1,0,1678257
26984,14,1,Banking,Project Manager,Analytics,M,HR,PG,Arts,Pune,2006.0,Arts,Pune,2020.0,Bhubaneswar,Bhubaneswar,1888991,N,C,3,1,1,0,2259233
21916,14,11,Analytics/BI,Senior Researcher,Retail,P,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kolkata,Nagpur,1554754,N,B,2,1,5,0,1943442
45125,6,1,Others,Business Analyst,Insurance,K,Director,Grad,Others,Nagpur,2006.0,Engineering,Nagpur,2008.0,Surat,Bangalore,986563,N,A,4,4,0,0,1282531
59271,8,7,Engineering,Bio statistician,Analytics,H,Manager,PG,Psychology,Kolkata,2012.0,Mathematics,Bhubaneswar,2006.0,Kolkata,Chennai,1010937,N,Key_Performer,2,0,0,0,1366786
15764,3,2,Sales,Sales Execituve,Others,E,Others,Grad,Sociology,Kolkata,2017.0,Sociology,Kolkata,2018.0,Kolkata,Bhubaneswar,677021,N,B,1,0,0,0,846276
11889,12,4,Analytics/BI,CEO,Aviation,C,HR,PG,Zoology,Bangalore,2008.0,Zoology,Bangalore,2017.0,Lucknow,Kanpur,1772223,N,B,3,1,0,1,2303889
28691,2,1,HR,Consultant,Training,J,Marketing Manager,Doctorate,Economics,Surat,2011.0,Economics,Surat,2013.0,Kolkata,Bhubaneswar,619346,N,D,3,8,0,0,752133
14123,15,4,Sales,Scientist,Automobile,G,CA,Grad,Others,Jaipur,1997.0,Engineering,Jaipur,1999.0,Jaipur,Guwahati,2286884,Y,Key_Performer,3,7,0,1,2927211
47364,23,14,Accounts,CEO,Telecom,M,Consultant,Doctorate,Chemistry,Nagpur,1988.0,Chemistry,Nagpur,1990.0,Bhubaneswar,Guwahati,3121851,N,C,3,6,0,0,3877338
35755,11,6,IT-Software,Business Analyst,Telecom,G,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Pune,Kolkata,1672459,Y,A,4,5,2,0,2174196
10448,15,11,Others,Project Manager,Retail,L,Director,Grad,Mathematics,Ahmedabad,1996.0,Mathematics,Ahmedabad,1998.0,Ahmedabad,Guwahati,2471166,Y,A,6,7,0,0,3163092
22897,3,3,Others,Associate,Aviation,E,Research Scientist,Grad,Psychology,Delhi,2017.0,Mathematics,Bhubaneswar,2006.0,Pune,Kolkata,503035,N,A,1,0,0,0,628793
33907,0,0,Marketing,Others,Training,M,HR,Doctorate,Mathematics,Nagpur,2011.0,Mathematics,Nagpur,2013.0,Delhi,Ahmedabad,0,N,B,0,5,0,0,1380668
37315,13,9,Sales,CEO,FMCG,C,Director,Grad,Mathematics,Nagpur,2001.0,Mathematics,Nagpur,2003.0,Mangalore,Jaipur,2033212,Y,Key_Performer,2,5,0,1,2602511
17939,4,4,Accounts,Associate,Training,H,Consultant,Grad,Mathematics,Bhubaneswar,2008.0,Mathematics,Bhubaneswar,2010.0,Chennai,Lucknow,680825,N,A,2,5,0,0,885072
52693,2,0,Banking,Team Lead,Analytics,N,Research Analyst,PG,Chemistry,Pune,2011.0,Chemistry,Pune,2013.0,Kolkata,Ahmedabad,524999,Y,D,3,8,1,0,637558
13042,1,1,Accounts,Sales Execituve,Insurance,B,HR,PG,Chemistry,Jaipur,2013.0,Chemistry,Jaipur,2015.0,Lucknow,Kanpur,468594,N,B,3,8,1,0,609172
13250,25,5,Top Management,Project Manager,Retail,J,HR,Grad,Zoology,Surat,1986.0,Zoology,Surat,1988.0,Pune,Pune,2376422,N,D,2,3,0,0,2732885
41117,25,11,Education,Financial Analyst,Retail,G,Data Analyst,PG,Economics,Kolkata,1988.0,Economics,Kolkata,1990.0,Ahmedabad,Bhubaneswar,1517675,Y,Key_Performer,6,4,1,0,2003331
32640,20,5,Engineering,Head,Retail,G,Data Analyst,PG,Zoology,Ahmedabad,1994.0,Others,Ahmedabad,1996.0,Mumbai,Pune,2389151,N,A,4,5,1,0,3105896
47642,19,11,Banking,Analyst,BFSI,C,Director,Grad,Mathematics,Bangalore,1992.0,Mathematics,Bangalore,1994.0,Chennai,Delhi,2555571,N,D,3,3,0,0,2938906
15750,18,18,Healthcare,Head,Automobile,N,Product Manager,Doctorate,Psychology,Nagpur,2002.0,Mathematics,Bhubaneswar,2006.0,Delhi,Bangalore,3620429,N,D,2,0,0,1,4496572
48558,19,9,HR,Consultant,Training,B,HR,Grad,Others,Surat,2001.0,Sociology,Surat,2023.0,Kanpur,Surat,2351601,N,A,5,2,0,0,2939501
59393,7,1,Education,Sales Manager,IT,I,Network Engineer,PG,Others,Lucknow,2006.0,Botony,Lucknow,2008.0,Lucknow,Ahmedabad,717117,Y,Key_Performer,4,4,0,0,984458
30859,20,13,Marketing,Others,Telecom,M,Marketing Manager,PG,Chemistry,Jaipur,1991.0,Chemistry,Jaipur,1993.0,Lucknow,Guwahati,2892188,N,D,5,3,0,0,3459056
40783,23,16,Education,Analyst,Insurance,B,Manager,Doctorate,Economics,Jaipur,1990.0,Economics,Jaipur,1992.0,Pune,Lucknow,3678620,Y,A,4,3,0,0,5150068
23287,21,19,Engineering,Financial Analyst,Insurance,A,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Mangalore,Mangalore,2300876,N,B,2,7,0,0,2876095
12835,25,22,Marketing,Team Lead,Automobile,D,Research Analyst,PG,Sociology,Bhubaneswar,1995.0,Mathematics,Bhubaneswar,2006.0,Ahmedabad,Pune,2986428,Y,Key_Performer,5,1,2,0,3942084
17368,16,3,Analytics/BI,Analyst,Insurance,G,Research Analyst,Grad,Sociology,Pune,2004.0,Sociology,Pune,2021.0,Mangalore,Lucknow,2505969,N,A,2,2,1,0,3132461
24822,21,8,Analytics/BI,Data scientist,Retail,D,HR,Doctorate,Botony,Mumbai,1999.0,Botony,Mumbai,2013.0,Guwahati,Delhi,3206395,N,B,4,1,0,0,4328633
17163,9,3,Healthcare,Project Manager,IT,A,Data Analyst,PG,Mathematics,Pune,2005.0,Mathematics,Pune,2007.0,Delhi,Bangalore,1843696,N,D,1,6,0,0,2205060
46342,24,14,Banking,Bio statistician,Aviation,L,Consultant,PG,Economics,Surat,1996.0,Economics,Surat,2012.0,Surat,Surat,3256512,N,D,3,2,1,0,3894788
52969,1,1,Banking,Sales Manager,Retail,P,Others,Doctorate,Zoology,Delhi,2019.0,Zoology,Delhi,2023.0,Ahmedabad,Kanpur,755966,N,D,1,1,0,0,869360
40120,14,4,Marketing,Senior Researcher,Insurance,H,Research Analyst,Doctorate,Arts,Bhubaneswar,1998.0,Arts,Bhubaneswar,2000.0,Bangalore,Kanpur,1632980,N,C,2,6,0,0,2028161
59647,9,9,Healthcare,Researcher,Aviation,A,Assistant Manager,PG,Zoology,Delhi,2003.0,Zoology,Delhi,2005.0,Mangalore,Kanpur,1357971,N,C,1,6,0,0,1624133
21315,21,9,Sales,Financial Analyst,Retail,E,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Jaipur,Bangalore,1851050,N,A,6,8,3,0,2313812
18811,12,7,Engineering,Scientist,Aviation,I,CA,Grad,Mathematics,Ahmedabad,2008.0,Mathematics,Ahmedabad,2017.0,Nagpur,Ahmedabad,2033603,N,B,4,0,0,0,2542003
38905,17,14,Top Management,Project Manager,Retail,M,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kolkata,Ahmedabad,2047633,Y,Key_Performer,3,8,3,0,2661922
58880,25,15,HR,Project Manager,BFSI,B,HR,PG,Zoology,Kolkata,1995.0,Mathematics,Bhubaneswar,2006.0,Ahmedabad,Surat,2861428,N,D,2,0,1,0,3422267
19815,0,0,Marketing,Others,Training,M,HR,Doctorate,Mathematics,Delhi,2020.0,Zoology,Delhi,2009.0,Kanpur,Kanpur,0,N,B,0,1,0,0,856040
35014,4,2,IT-Software,Sales Execituve,Insurance,P,Product Manager,Doctorate,Economics,Mangalore,2016.0,Economics,Mangalore,2009.0,Chennai,Mangalore,1030447,N,C,2,2,0,0,1279815
